x,y,z,yaw,pitch,roll
-0.03683617066265339,0.051296478991502976,-0.1803434185028524,1.667210281132734,0.8873287549608289,0.017862267725534182
-0.036885813607412284,0.05116338326037213,-0.1803210196774284,1.6691195502002678,0.8884641178204064,0.018521096722204533
-0.036972418344844146,0.05089192207793287,-0.18031429387991438,1.6708631955353221,0.8904926359887066,0.01919951215785986
-0.037006556079525785,0.05052072525762595,-0.18033360062103454,1.6719850099911886,0.8931256543894872,0.019531237007660962
-0.036957825466032615,0.050172211455162784,-0.18026614638280555,1.6724999799853695,0.8960619522835553,0.019868158347850606
-0.03685903157397856,0.04967999632408513,-0.1803328520348701,1.672305943007799,0.8990581447912512,0.019253797184813255
-0.036659996391471196,0.04910604180942887,-0.18068360861852484,1.672129178436935,0.900770252013276,0.018276042443571137
-0.03659924591901831,0.04891573770305278,-0.18067111955268275,1.6720551865110835,0.9013930097602356,0.017860594941119527
-0.03645655181233027,0.048802532874290754,-0.18061393632202832,1.6719378860037282,0.9019429596885705,0.017755216844011178
-0.036356791324208236,0.04850743813767699,-0.1806177518077548,1.6718070618037677,0.9026571093224085,0.01738473578804916
-0.0361932349791215,0.0482896316718255,-0.18067291665608487,1.6710201800109428,0.9031690281409134,0.016846966332302447
-0.03595861544151762,0.048072200648969415,-0.1806938825162481,1.6700094493383835,0.9036714525251857,0.015720993756032513
-0.035687595031773156,0.04781454541496571,-0.18069325080234733,1.6683991502168243,0.9038816117854505,0.014524251348401337
-0.03546076703358337,0.047705565439203686,-0.18053085850687056,1.6679352499291829,0.9036347221744483,0.01347266072842555
-0.03512544597323356,0.04738698389033319,-0.18051140810196167,1.6657582096526284,0.9040263690780023,0.011920964919492214
-0.03472343506028237,0.04700959191429664,-0.18048302109197378,1.663077811093103,0.9046211773501583,0.009882675953660934
-0.03436706148029122,0.04679743610912071,-0.18020528424033364,1.6615493424604273,0.9052506771179057,0.008150133331066444
-0.0339018863156678,0.0464147855749893,-0.18009091174828598,1.6584921015073923,0.9056125312784649,0.005561478480931068
-0.03342635523848078,0.04604337445225965,-0.1797713852526835,1.6556821237115253,0.9058724338758352,0.0035341717421153345
-0.032881677987942705,0.04567372027574659,-0.17952776967801864,1.6520658544651656,0.905645220141509,0.0004896334715340252
-0.03231948515439088,0.04532801709996486,-0.17920998063156882,1.6483343570882307,0.904927078632963,-0.002592541055642471
-0.03169677068525665,0.045059900935118656,-0.17887197221238832,1.645015364682311,0.9037312463930303,-0.004733019845645329
-0.031117309840047357,0.044804091302461914,-0.17840065245389025,1.6413605563910414,0.9018172575762559,-0.00767317536620606
-0.030518126972834056,0.04449754849351217,-0.17798740260763685,1.6375153780589342,0.8999227515466803,-0.010768007021559082
-0.029929605448645695,0.04417966516962617,-0.17752435298251168,1.633920011372502,0.8983325331643336,-0.013936262779989283
-0.029336725970042304,0.04387641453133473,-0.17691691200112414,1.630060665009846,0.8958557084476263,-0.016915117282287277
-0.02871051197108592,0.043664894218482124,-0.17618224516204992,1.6260417834548728,0.8929011932636834,-0.02035876962222369
-0.02807130844820452,0.043455181232215784,-0.1753740046488342,1.6219565923166437,0.8897934741850874,-0.024011231112724737
-0.027403467567699624,0.04340758168982537,-0.17448281107638952,1.617785995429513,0.8864008527995495,-0.02770278952804317
-0.0267610779130042,0.04323617335256115,-0.17353268914483136,1.613816864046298,0.8828452708581348,-0.031514549224632815
-0.026101544900957556,0.043087316233948854,-0.1724510351539986,1.609879894456534,0.878942910582758,-0.0352196477095581
-0.025481791065771857,0.042920006998276417,-0.17144354396268163,1.6063624993631835,0.8751279309005527,-0.03880495154262665
-0.024820670800986676,0.04270085896032776,-0.1702530758892078,1.6026437865556038,0.8710476471706365,-0.04250370671565205
-0.024162771564077132,0.042509027482028616,-0.16913234858311074,1.5987455546575815,0.8670089660636365,-0.046165932652376174
-0.02346265027953945,0.0423718441419581,-0.1679163191398356,1.5946279772441645,0.8626558544676334,-0.05003652190234529
-0.022776525384222496,0.042088359895194924,-0.16653559593174064,1.5907812870422136,0.8581241681716599,-0.053502693435789304
-0.022027712595140386,0.04192119580833397,-0.16523026571948835,1.58637671388452,0.8538584702013153,-0.05756187550990162
-0.021231610889316743,0.04164682304359066,-0.16390136081505705,1.5818050905033625,0.8498492803141454,-0.06162587969749887
-0.020388570237837036,0.04139012279426152,-0.1625103393677318,1.577195274462075,0.8457364245754984,-0.06607188726950289
-0.01954499485679735,0.04120389333266537,-0.16110571739236973,1.5724253265785855,0.8416523314856174,-0.07036195185737125
